260117,261727,1
262073,263442,1
264075,265079,0
267096,267722,0
267994,268692,0
268719,269573,0
269692,269916,0
269913,270353,0
270470,271870,0
272544,273500,0
273510,275708,0
275705,276661,0
276658,277347,0
277765,278379,1
278627,278956,0
279269,279979,0
279948,281591,0
281581,284106,0
284132,284800,0
284858,285445,0
285520,286062,0
286886,287113,1
287148,287288,0
287288,287551,0
287915,288016,0
290065,291227,1
292500,293093,0
293105,293341,0
293450,294775,0
295001,295855,1
296382,297101,1
297112,298539,1
298532,299227,1
299470,300138,0
300351,302021,0
302035,303507,0
303521,304108,0
304237,306270,1
306576,306650,1
307145,308233,1
308275,309207,0
309299,309796,0
310054,310659,1
310699,311562,1
311552,313099,1
314014,315225,1
315327,315866,1
316090,316923,0
317017,318126,0
318161,318436,0
318624,319397,0
319399,319842,0
319906,321134,1
321294,322490,0
323787,324749,1
324762,325529,1
325526,326353,1
326350,327201,1
327308,328282,0
328806,330266,1
330294,331456,0
333061,333684,1
333685,334842,0
335194,336414,1
336427,337521,1
337580,337888,0
338148,338360,1
338384,339478,0
339556,339759,1
339941,340201,1
340302,341717,1
341836,342156,1
342258,343373,1
343390,344199,0
344319,344777,1
344960,345484,1
345534,345725,1
345983,346660,1
346732,347016,1
347502,347585,1
347663,348574,0
348699,349607,1
349852,351036,0
351162,354308,0
354305,355507,0
355697,356386,1
356444,357739,1
358146,359465,1
359541,360914,1
361070,362887,1
362892,363473,0
363566,364636,1
364692,365819,1
365842,366174,1
366202,368049,1
368060,369031,1
369160,369507,1
369684,370568,0
370867,371406,0
371557,372006,1
372010,373113,1
373202,373672,1
373692,374111,1
374189,375166,1
375144,375662,1
375716,376690,0
376870,378732,0
378757,379656,0
379656,379898,0
380104,381552,1
381606,382196,0
382159,383070,0
383238,383729,1
383857,385221,0
385370,386260,0
386272,386601,0
386601,387215,0
387205,389196,0
389218,390165,0
390625,392100,0
392144,392722,0
393027,393344,1
393688,394986,1
395232,395855,1
395981,397255,1
397443,399797,1
400006,400278,1
400470,402341,1
402492,402863,1
402957,403355,1
403407,404102,0
404167,405867,0
405967,406785,1
406938,407396,1
407426,409198,1
409191,410972,1
411153,411491,1
411521,412807,1
412856,413716,0
413934,414506,1
414537,414848,0
415011,415107,1
415227,415580,1
415622,417172,0
417336,417806,0
417922,418473,0
418645,418863,0
418889,419263,0
419809,422958,0
422981,424174,0
424316,424963,1
425091,428453,1
428665,428826,0
428840,429367,0
429437,429814,1
429967,430518,1
430647,432578,1
432631,432960,1
432960,433565,1
433675,435549,1
435730,436374,1
436610,437572,1
437569,438528,0
438680,439984,1
440117,441793,0
442031,443251,0
443469,445121,1
445158,445637,0
445841,446635,0
446773,447114,1
447430,449934,0
450196,451128,1
451131,452423,1
452548,452955,1
452956,453414,0
453411,454328,0
454474,455151,1
455138,455917,1
455980,456834,0
456895,457704,0
457694,458317,0
458288,458974,1
458971,461385,1
461816,466096,1
466136,466504,1
466504,467214,1
467195,467455,1
467512,467685,1
468687,469781,0
469850,470776,0
471006,471488,1
471566,472381,1
472471,474252,1
474265,475041,1
475141,476019,1
476188,477642,1
477702,479063,1
479120,480421,1
480443,481588,1
481816,482601,0
482612,483847,0
483869,484918,0
485235,486902,1
486912,488171,1
488182,488997,1
488994,489887,1
490082,491149,0
491146,491655,0
491773,492495,0
492498,492992,0
493166,494551,1
494587,495108,0
495216,495428,0
495430,496296,0
496767,497309,1
497529,498221,1
498252,500855,1
500834,501874,1
501885,502400,1
502403,503035,0
503278,503354,1
503370,504533,0
505397,506559,1
506870,507202,1
507250,507399,1
507457,508983,1
509448,509999,1
510009,510806,1
510923,511024,1
511021,511476,1
511476,511646,1
511639,511929,1
511926,512288,1
512285,512425,1
512511,512894,1
513292,514308,0
514313,515380,0
515953,516168,1
516168,516665,1
516882,517064,1
517155,517448,0
517739,518149,0
518435,518641,1
518806,519000,0
519389,519934,1
520707,521333,0
522236,522985,1
523235,524188,0
524702,525463,0
525646,526536,0
526537,529509,0
529496,531733,0
531883,533325,0
533315,533998,0
534155,535528,1
535686,536018,1
536034,537257,1
537269,540412,1
540514,541890,1
541971,543218,0
543326,543979,0
544073,544441,0
544506,544754,0
544820,545938,0
546391,546543,1
546620,547732,1
548014,548634,0
548809,551049,0
551292,552494,1
552497,552715,1
552712,556593,1
556809,557942,1
557939,558754,0
558751,559743,0
559740,560744,0
560855,562105,1
562109,563065,0
563440,564615,1
564625,566235,1
566249,567106,1
567106,567852,1
567855,568268,1
568449,570554,1
570737,570934,1
570944,572032,0
572141,573301,1
573302,573931,0
573904,575124,0
575271,576173,0
576382,577128,0
577500,578063,1
578308,579873,1
579994,580422,0
580643,581881,1
582112,582522,0
582752,583558,0
583672,585135,0
585186,586064,0
586039,586590,0
586594,588126,0
588137,589045,0
589042,589338,0
589353,590411,0
590790,592448,1
592417,593097,1
593138,594523,0
595112,595672,1
595847,596056,1
596110,596493,0
597502,597705,1
597806,598771,0
598980,599933,0
600192,600833,0
600934,601197,0
601307,602518,0
602657,603745,0
603756,604868,0
604871,606772,0
606803,607270,0
607274,607591,0
607851,608462,0
608486,609127,0
609129,610160,0
610160,610741,0
610756,613338,0
613573,614055,1
614125,615102,0
615266,615973,1
615970,617397,1
617407,617961,0
618063,618770,1
618767,620218,1
620278,621948,0
622032,622967,0
623085,623810,0
623810,624484,0
624484,625224,0
625394,626302,0
626552,627568,0
627573,628640,0
629213,629428,1
629428,629925,1
630142,630324,1
630415,630708,0
630999,631409,0
631695,631901,1
632066,632260,0
632649,633194,1
633967,634593,0
635496,636245,1
636495,637448,0
637962,638723,0
638906,639796,0
639797,642769,0
642756,644993,0
645143,646585,0
646575,647258,0
647415,648788,1
648946,649278,1
649294,650517,1
650529,653672,1
653774,655150,1
655231,656478,0
656586,657239,0
657333,657701,0
657766,658014,0
658080,659198,0
659651,659803,1
659880,660992,1
661274,661894,0
662069,664309,0
664552,665754,1
665757,665975,1
665972,669853,1
670069,671202,1
671199,672014,0
672011,673003,0
673000,674004,0
674115,675365,1
675369,676325,0
676700,677875,1
677885,679495,1
679509,680366,1
680366,681112,1
681115,681528,1
681709,683814,1
683997,684194,1
684204,685292,0
685401,686561,1
686562,687191,0
687164,688384,0
688531,689433,0
689642,690388,0
690760,691323,1
691568,693133,1
693254,693682,0
693903,695141,1
695372,695782,0
696012,696818,0
696932,698395,0
698446,699324,0
699299,699850,0
699854,701386,0
701397,702305,0
702302,702598,0
702613,703671,0
704050,705708,1
705677,706357,1
706398,707783,0
708372,708932,1
709107,709316,1
709370,709753,0
710762,710965,1
711066,712031,0
712240,713193,0
713452,714093,0
714194,714457,0
714567,715778,0
715917,717005,0
717016,718128,0
718131,720032,0
720063,720530,0
720534,720851,0
721111,721722,0
721746,722387,0
722389,723420,0
723420,724001,0
724016,726598,0
726833,727315,1
727385,728362,0
728526,729233,1
729230,730657,1
730667,731221,0
731323,732030,1
732027,733478,1
733538,735208,0
735292,736227,0
736345,737070,0
737070,737744,0
737744,738484,0
738654,739562,0
739812,740828,0
741158,742696,0
742721,743599,0
743689,744156,0
744153,745193,0
745346,746770,0
746916,748091,1
748245,748319,0
748357,748431,0
748479,748555,0
748571,748645,0
748680,748754,0
748778,748862,0
748872,748948,0
749328,750992,0
751389,752141,0
752189,753409,0
753418,754566,0
754626,755426,0
755759,757705,1
757908,759572,1
760149,761555,1
761605,761931,1
762015,762461,0
762454,762540,0
762750,763280,0
763420,763713,0
763853,764617,0
764802,765347,1
765373,767013,1
767227,767721,1
768761,770080,0
770077,772275,0
772398,772655,1
772871,773548,0
773545,776229,0
776222,776794,0
776803,778851,0
778874,780547,0
780547,780636,0
780949,781155,1
781398,785591,1
785591,785917,1
787465,788034,1
790816,791325,1
791322,792740,1
792890,794371,0
794642,795385,1
795408,796064,1
796058,796990,1
796980,797714,1
797750,798541,1
798538,799584,0
799736,800797,0
800794,801522,0
801537,803993,0
804044,804610,0
805000,806283,0
806489,806596,0
806977,807381,1
807375,807722,1
807722,809488,1
809504,810220,1
810521,813322,1
813337,814554,1
814829,815995,1
815995,816864,1
816968,817690,0
817859,819775,1
819793,822426,1
823273,824841,1
824857,825996,1
826011,826124,1
826124,826417,1
826567,826971,1
826968,827660,1
827664,828092,1
828157,829422,1
829555,830847,1
830882,831403,1
831413,832204,1
832369,832444,1
832580,832655,1
832658,832733,1
832883,832958,1
832962,833037,1
833184,833259,1
833392,833467,1
833498,833623,1
833900,834943,1
834981,835700,1
835697,836638,0
836752,837132,0
837448,838500,1
838658,839410,0
839612,840652,0
841643,842871,0
843134,844180,0
844190,845206,0
845467,846939,0
847007,847795,0
847924,848073,1
848240,849013,1
849013,849702,1
849705,850763,1
850764,851582,0
851737,852732,1
852773,853726,0
853910,854962,1
855038,856471,1
856654,858915,1
859149,860432,0
860584,861060,0
861119,862408,0
862495,863535,1
863532,864686,1
864673,865428,1
865421,866098,1
866677,868698,1
868890,869798,0
870195,871184,1
871206,871718,1
871721,872206,1
872199,872444,1
872446,872898,1
873035,873739,1
873944,874657,1
874693,875649,0
875649,876890,0
876887,877648,0
877781,878191,1
878153,879259,0
879270,880403,0
880396,882132,0
882125,883120,0
883123,883794,0
884023,885387,1
885619,886101,0
886221,888371,1
888399,889361,1
889502,890587,1
890816,891076,0
891341,891607,0
891681,892358,0
892400,894682,0
894947,895207,0
895483,896409,1
896406,898631,0
898892,899614,0
899611,900270,0
900409,901155,0
901559,902062,0
902361,903248,0
903483,903548,1
903601,904116,1
904165,905748,0
906020,906148,0
906334,906801,1
906798,907916,1
907975,908895,0
909114,910706,1
910947,912212,0
912364,913179,0
913325,915757,0
915763,916662,0
916793,917455,1
917531,918280,0
918280,919515,0
919719,920684,1
920671,922542,1
922562,924100,1
924118,925038,1
925041,925952,1
926130,928478,1
928486,929814,1
929861,931186,0
931399,931782,1
931893,933008,1
933005,933631,0
933878,935080,1
935127,935885,0
935943,936539,0
936824,938056,1
938097,938381,0
938467,939282,0
939282,940490,0
940574,941110,1
941285,942970,0
943240,943617,1
943647,943904,0
944064,944351,1
944335,945057,1
945118,946020,1
946108,946584,1
946935,948047,1
948142,949275,1
949285,950238,1
950235,951080,1
951140,951628,1
951669,952796,1
952995,953726,0
954017,954685,0
954685,955401,0
955408,956139,0
956157,956885,0
957103,957618,0
957744,958067,1
958064,958894,1
958891,959904,0
960003,961433,0
961444,962445,0
962482,964200,0
964333,965301,0
965313,966965,0
967109,968008,0
968503,969198,0
969624,971282,1
971279,972235,0
972386,973501,1
973498,975444,1
975517,975741,0
976064,976384,1
976415,978691,1
979035,979122,0
979376,979594,0
979879,980583,0
980625,982346,0
982347,984113,0
984236,985201,0
985746,986240,1
986375,990364,1
990523,991134,1
991145,992488,1
992579,993871,1
994110,996554,1
996565,997182,1
997184,998047,1
998082,998708,0
999022,1000170,1
1000380,1001810,1
1001811,1002719,0
1002819,1003409,1
1003491,1004231,0
1004423,1006705,0
1006760,1007617,0
1008023,1009783,0
1009913,1010605,1
1010804,1011892,1
1011963,1013246,1
1013415,1014179,1
1014352,1015035,1
1015146,1016819,1
1016979,1017263,1
1017471,1019735,1
1019772,1021520,1
1021517,1022503,1
1022540,1023772,1
1023824,1024006,1
1024003,1024749,1
1024903,1025796,1
1025773,1026552,0
1026688,1027473,1
1027470,1028792,1
1028773,1029477,1
1029477,1033937,1
1034198,1036045,1
1036226,1036774,1
1036801,1037448,1
1037670,1038860,0
1039045,1040133,0
1040736,1042136,0
1042305,1043507,0
1043773,1046385,1
1046428,1047195,0
1047192,1047983,0
1047994,1049139,0
1049136,1050095,0
1050088,1050663,0
1051019,1051558,1
1051641,1052342,1
1052367,1054967,1
1054958,1056028,1
1056040,1056582,1
1056590,1057105,1
1057071,1057808,1
1057919,1058929,1
1059103,1059645,1
1059642,1060751,0
1060995,1063103,1
1063115,1065022,1
1065152,1066405,1
1066410,1068050,1
1068047,1068610,1
1068866,1069033,1
1069103,1069621,0
1069690,1071450,0
1071636,1072088,1
1072164,1073204,0
1073561,1074070,0
1074289,1074918,1
1074881,1077043,0
1077053,1077499,0
1077622,1079676,1
1079708,1080166,0
1080262,1080924,0
1081097,1081510,1
1081555,1081872,0
1081930,1083120,0
1083215,1083493,1
1083490,1083819,0
1083910,1084569,0
1084776,1084863,0
1085290,1086408,1
1086405,1088198,1
1088217,1088924,1
1088921,1089508,1
1089505,1089903,1
1089900,1090757,1
1090891,1092435,1
1092447,1093583,1
1093596,1093688,1
1093768,1095066,1
1095181,1097361,0
1097381,1097827,0
1097815,1098954,0
1099000,1101096,0
1101096,1101842,0
1101839,1102483,0
1102590,1102895,0
1104114,1104326,0
1104612,1104824,1
1104835,1105023,1
1104998,1105228,1
1105218,1105391,1
1105440,1106513,0
1106585,1109329,0
1109412,1110440,1
1110413,1111105,0
1111235,1112407,1
1112407,1114953,1
1114950,1115549,1
1115701,1116006,0
1116006,1116926,0
1117187,1118443,1
1118736,1119977,1
1120015,1120242,0
1120263,1120859,0
1121232,1121405,1
1121662,1122990,0
1123011,1123505,0
1123516,1124106,0
1124116,1124916,0
1124924,1125310,0
1125322,1126014,0
1126014,1127105,0
1127393,1128031,1
1128071,1132033,0
1132088,1132297,1
1132456,1133964,1
1135394,1136521,1
1136527,1137798,1
1138419,1139207,1
1139257,1139670,0
1139672,1140997,0
1140990,1143008,0
1143017,1145440,0
1146027,1146686,1
1146728,1147956,1
1148762,1149924,0
1150330,1151316,1
1151690,1151826,0
1151871,1152007,0
1152052,1152188,0
1152233,1152320,0
1152554,1153492,1
1153547,1154284,1
1154308,1154862,1
1154964,1155455,1
1155519,1156352,0
1156379,1156795,0
1156820,1157209,0
1157214,1157864,0
1158619,1159074,1
1159115,1159570,1
1159629,1159961,1
1160082,1160393,1
1160488,1161021,1
1160963,1162444,1
1162452,1163609,0
1164003,1165538,1
1165531,1168074,1
1168247,1168474,1
1168475,1168849,0
1168932,1170158,0
1170330,1171250,0
1171475,1172527,1
1172569,1173144,0
1173148,1173714,0
1173975,1174088,0
1174136,1175254,0
1175369,1175623,0
1175910,1176155,0
1176229,1177275,0
1177381,1177941,0
1178075,1178722,0
1178786,1179994,0
1180230,1180814,1
1180825,1181472,1
1181474,1182397,1
1182507,1184042,1
1184082,1184498,0
1184503,1184796,0
1184872,1185531,0
1185686,1186102,1
1186106,1186510,1
1186522,1187217,1
1187242,1188450,1
1188470,1189225,1
1189397,1190179,1
1190232,1190930,1
1190942,1192039,1
1192039,1192980,1
1193046,1194689,1
1194701,1195654,1
1195850,1199035,0
1199608,1200567,1
1200679,1201263,0
1201462,1201983,1
1202035,1202208,1
1202289,1203359,1
1203427,1204380,1
1204396,1205325,1
1205338,1206072,1
1206283,1206519,1
1206607,1207848,1
1207968,1208777,1
1208780,1209802,1
1209792,1210433,1
1210430,1211434,1
1211445,1212242,1
1212537,1213970,1
1214030,1216219,0
1216553,1216912,1
1216915,1217292,1
1217306,1217947,1
1217928,1218752,1
1218763,1219788,1
1219811,1220353,1
1220753,1222057,1
1222267,1222806,1
1222868,1223500,0
1223741,1223998,1
1224080,1225042,0
1225186,1228632,0
1228760,1229833,0
1230095,1231294,1
1231287,1231988,1
1231988,1233232,1
1233261,1234172,1
1234188,1235027,1
1235147,1235935,0
1235932,1236393,0
1236451,1237497,0
1237494,1238288,0
1238285,1239142,0
1239126,1240262,0
1240512,1241738,1
1241787,1242908,0
1242984,1244444,0
1244444,1245115,0
1245284,1246654,0
1246658,1247299,0
1247335,1248441,0
1248495,1248956,0
1248966,1249619,0
1249791,1251041,1
1251144,1251467,0
1251724,1251768,0
1252004,1252114,0
1252167,1252571,0
1252792,1253523,0
1253728,1254939,0
1255253,1255489,1
1255532,1255804,1
1255833,1256099,1
1256212,1256460,1
1256792,1258315,1
1258447,1258665,1
1261769,1262104,0
1262108,1262452,0
1262454,1262627,0
1262728,1262913,1
1262874,1262993,1
1263743,1264009,0
1264013,1264825,0
1264849,1265544,0
1266064,1266432,1
1266535,1266936,0
1267178,1267471,1
1267543,1268202,1
1268294,1268740,1
1268947,1269858,0
1270231,1270650,1
1270650,1271918,1
1271964,1272494,0
1272640,1274181,0
1274402,1275121,1
1275173,1276705,0
1277035,1278333,1
1278343,1279413,1
1279799,1281535,0
1281630,1282544,0
1282644,1283255,1
1283257,1283991,0
1284192,1284446,1
1284624,1285064,1
1285143,1286840,0
1287160,1288578,0
1288589,1289221,0
1289232,1290302,0
1290530,1292449,1
1292549,1295416,0
1296185,1297276,0
1297393,1297977,0
1298255,1298533,1
1298588,1300267,0
1300392,1301339,0
1301490,1302341,0
1302341,1302964,0
1303178,1304434,1
1304476,1305558,1
1305558,1306391,1
1306388,1306780,1
1306784,1307593,1
1307629,1308483,1
1308632,1308739,0
1309167,1309274,0
1309702,1309809,0
1310213,1311313,0
1311583,1311813,1
1311971,1312666,1
1312710,1313063,0
1313248,1314642,1
1314643,1315293,0
1315286,1317082,0
1317421,1318812,1
1319328,1323071,1
1323068,1324606,1
1324603,1325313,1
1325313,1325990,1
1326174,1326305,0
1326352,1326483,0
1326530,1326661,0
1326708,1326792,0
1326827,1326958,0
1327002,1327086,0
1327246,1328088,0
1328138,1328596,0
1328709,1329614,1
1329706,1330719,1
1330921,1331829,1
1331973,1332386,0
1332991,1333608,1
1334910,1337585,0
1338062,1338709,1
1338867,1339163,0
1340224,1341855,1
1341941,1342861,1
1342876,1343784,1
1343796,1344809,1
1344806,1345810,1
1345863,1346192,0
1346227,1347687,0
1347830,1348003,1
1348058,1349311,0
1349816,1351009,1
1351245,1351484,0
1352369,1352521,0
1352518,1352946,0
1352943,1353623,0
1353620,1354537,0
1354547,1354828,0
1354836,1355804,0
1355909,1356745,0
1356756,1356965,0
1356962,1357120,0
1357122,1357331,0
1357487,1357783,0
1358341,1358550,1
1358581,1359447,0
1359584,1360294,0
1360412,1360633,1
1360664,1361206,1
1361292,1362200,1
1362197,1362886,1
1363890,1364345,1
1364345,1364515,1
1364512,1365180,1
1365173,1365814,1
1365811,1366017,1
1366014,1366130,1
1366130,1366939,1
1367418,1367642,1
1367620,1368114,1
1368111,1368569,1
1368768,1369286,1
1369358,1369954,0
1370345,1371073,1
1371321,1371866,1
1371841,1373763,1
1373763,1373969,1
1373966,1375558,1
1375539,1376882,1
1376892,1377224,1
1377292,1378719,1
1378725,1379906,1
1380009,1380620,0
1380686,1381939,0
1381991,1384972,0
1385095,1386177,0
1386254,1387201,0
1387278,1388942,1
1388944,1389888,1
1389906,1390772,1
1391119,1393215,0
1393231,1393782,0
1393946,1396954,1
1397989,1398285,0
1398509,1399228,1
1399268,1399666,0
1399771,1400310,0
1400340,1401083,0
1401440,1402078,1
1402138,1402644,0
1402690,1403190,0
1403276,1403455,0
1403836,1404642,0
1404642,1405835,0
1405847,1407208,0
1407209,1408804,0
1408804,1410366,0
1410458,1410502,0
1410640,1411521,1
1411518,1412138,1
1412166,1414061,1
1414272,1415147,1
1415187,1415777,0
1415774,1416532,0
1416752,1417801,1
1417837,1418088,0
1418468,1421065,1
1421275,1422249,1
1422544,1422708,1
1422711,1422878,1
1422992,1423087,1
1423251,1425926,1
1425990,1426580,0
1426750,1427514,1
1427663,1427971,1
1427978,1429147,1
1429341,1430078,1
1430078,1430404,1
1430530,1430748,0
1431017,1431766,0
1431856,1432029,0
1432177,1434162,0
1434216,1434320,1
1434398,1436332,0
1436400,1437527,0
1437671,1438459,0
1438827,1439180,0
1439248,1440054,0
1440056,1441048,0
1441048,1441938,0
1441925,1442890,0
1442887,1444530,0
1444843,1445088,0
1445222,1446607,0
1446597,1446761,0
1446910,1448328,0
1448540,1449304,1
1449331,1449888,1
1450163,1451650,1
1451652,1452932,1
1452970,1454235,1
1454355,1455332,0
1455499,1456167,1
1456221,1456445,1
1456445,1456804,1
1456813,1457034,1
1457109,1457423,1
1457636,1459315,1
1459329,1460621,1
1460642,1461523,1
1461510,1462352,1
1462383,1463435,1
1463454,1464242,1
1464252,1465307,1
1465304,1467571,1
1467568,1468227,1
1469367,1470272,1
1470383,1471381,0
1471537,1472934,1
1472931,1473992,1
1474140,1475681,1
1475725,1476231,0
1476350,1477315,1
1477290,1478018,0
1478353,1479273,0
1479411,1480310,1
1480647,1482260,1
1482311,1483342,0
1483496,1484512,1
1484785,1485042,1
1485092,1486042,0
1486194,1486946,0
1487141,1487656,0
1487667,1489193,0
1489230,1490675,0
1490675,1491985,0
1492161,1493069,1
1493399,1493962,1
1493983,1495215,0
1495470,1496453,1
1496931,1498304,1
1498433,1499368,0
1499420,1500655,0
1500657,1500872,0
1500951,1501160,0
1501153,1501347,0
1501404,1502213,0
1502206,1504806,0
1504908,1505183,0
1505258,1505428,0
1505428,1505649,0
1506091,1506579,1
1506576,1506731,0
1507185,1507661,0
1507785,1508081,1
1508104,1508526,1
1508539,1509396,1
1509403,1510149,1
1510820,1511005,1
1511202,1512659,1
1512797,1513060,1
1513041,1513400,1
1515166,1516146,0
1516469,1519831,1
1519831,1520406,1
1520504,1521094,0
1521411,1521644,0
1521799,1522815,1
1523804,1524238,0
1524379,1525512,0
1525879,1529403,0
1529677,1529943,1
1529940,1530362,0
1530473,1531462,0
1531670,1534309,1
1534306,1534491,1
1534499,1534825,1
1534997,1535902,0
1536138,1537637,1
1537695,1539968,0
1540216,1542261,0
1542546,1543475,1
1543487,1543774,1
1543783,1544529,1
1544544,1545041,1
1545049,1546119,1
1546116,1546883,1
1546883,1547671,1
1547673,1549100,1
1549090,1549512,1
1549512,1550717,1
1550744,1552057,1
1552158,1553108,1
1553090,1553680,1
1553784,1553849,0
1556540,1557768,0
1557977,1559128,1
1562840,1563700,1
1563763,1566069,1
1566240,1566845,1
1566845,1567741,1
1567757,1569514,1
1569504,1570820,1
1570874,1571479,0
1571680,1575582,1
1575854,1576654,1
1576851,1578290,1
1579521,1580051,1
1580296,1580469,1
1580541,1580690,0
1581089,1582729,1
1582767,1583690,0
1583907,1585250,1
1585475,1587130,1
1587270,1587494,1
1587557,1588096,1
1588088,1589068,0
1589192,1590184,1
1590181,1590774,1
1591076,1591744,1
1592276,1593484,1
1593524,1594738,0
1594791,1595327,1
1595400,1597361,1
1597453,1597683,0
1597905,1598081,1
1598127,1598543,1
1598622,1600028,1
1600273,1601418,1
1601436,1602449,1
1602450,1603391,1
1603381,1604175,1
1604197,1605621,1
1605718,1605813,0
1606008,1606181,1
1606267,1606500,1
1606501,1606950,0
1606947,1607465,0
1607646,1608683,1
1608881,1609546,1
1609582,1611684,0
1611926,1612987,1
1613100,1614599,0
1614866,1615483,1
1615559,1615771,1
1618541,1619023,1
1618938,1619123,0
1620435,1621571,1
1621671,1621904,1
1621901,1622470,0
1622643,1623488,1
1623584,1624477,0
1624556,1625236,0
1625233,1625928,0
1625928,1627472,0
1627469,1631209,0
1631291,1632679,0
1634357,1634647,0
1634907,1635788,0
1636020,1639067,1
1639080,1639964,1
1639957,1640610,1
1641017,1641301,0
1641447,1642457,0
1642591,1644288,0
1644445,1644582,0
1644684,1644899,0
1645244,1645675,1
1645731,1646657,0
1646650,1647636,0
1647633,1648529,0
1648526,1649548,0
1649550,1651100,0
1651114,1651695,0
1651953,1654352,0
1654377,1655759,0
1655797,1655838,0
1656123,1657442,0
1657573,1659108,0
1659264,1660664,0
1661026,1663809,0
1663866,1666238,0
1666276,1667961,0
1668164,1668286,1
1668252,1669409,0
1669461,1671143,0
1671545,1672306,0
1672381,1672578,0
1672826,1675105,0
1675439,1676353,0
1676412,1676915,0
1678503,1679825,0
1679825,1680091,0
1680314,1681714,0
1686266,1687858,0
1687937,1688890,0
1689139,1690674,1
1690668,1691696,1
1691696,1692688,1
1692700,1693722,1
1693749,1694624,1
1694648,1694938,1
1694995,1695753,1
1695757,1696671,0
1696878,1698329,0
1699615,1699974,0
1699974,1700900,0
1700964,1702352,0
1702453,1703334,1
1703412,1704527,1
1704677,1705867,1
1705892,1706557,0
1706769,1707203,1
1707223,1707606,1
1707638,1707856,1
1707887,1708786,0
1708981,1710168,1
1710295,1710390,1
1710609,1711499,0
1711754,1712146,0
1712422,1712940,1
1712984,1715029,0
