190,255,1,0.82,1,1051
337,2799,1,0.98,2,298
2801,3733,1,0.63,3,243
3734,5020,1,1.4,4,268
5234,5530,1,0.28,5,33
5683,6459,2,2.07,6,50
6529,7959,2,-1,7,4
8238,9191,1,2.53,0,591
9306,9893,1,1.58,9,98
9928,10494,2,0,0,0
10643,11356,2,-1,0,3
11382,11786,2,-1,12,1
12163,14079,1,2.28,13,1504
14168,15298,1,1.05,14,416
15445,16557,1,0,0,0
16751,16960,2,-1,16,0
16751,16903,2,-1,0,0
16952,17006,1,0,0,0
17489,18655,1,1.06,17,76
18715,19620,1,0.43,18,25
19811,20314,2,0,0,0
20233,20508,2,0,0,0
20815,21078,2,1.64,19,7935
21181,21399,1,-1,20,16
21407,22348,1,0.26,21,216
22391,25207,1,1.4,22,337
25207,25701,1,0.27,23,331
25826,26275,1,0.5,24,176
26277,27227,1,1.02,25,120
27293,28207,1,2.04,26,23
28374,29195,1,1.76,27,94
29651,30799,1,1.06,28,33
30817,34038,1,1.48,29,28
34300,34695,1,-1,30,5
34781,35371,2,-1,31,2
35377,36162,2,-1,32,2
36271,37824,2,-1,33,4
37898,39115,2,-1,34,4
39244,40386,2,0.38,35,10
40417,41931,2,-1,36,1
42403,43173,1,-1,37,1
43188,44129,1,-1,38,1
44180,45466,1,-1,39,1
45463,45750,1,-1,40,0
45807,47138,1,-1,41,1
47246,47776,1,-1,42,10
47769,49631,1,0.52,43,9
49823,50302,1,1.51,44,128
50380,51222,2,1.05,45,33
51229,51606,2,0.06,46,140
51609,52430,2,1.37,47,186
52427,53416,2,0.17,48,123
53416,54702,2,1.09,49,272
54755,57109,2,0.86,50,202
57364,58179,1,0.93,51,63
59687,60346,2,0.25,54,179
60358,63264,2,1.74,0,226
63429,65780,2,0.2,0,13
65855,66550,2,-1,3583,1
66835,68337,2,-1,0,2
68348,70048,2,-1,0,0
70387,71265,1,0.52,0,16
71351,72115,1,0.22,0,36
72229,72927,2,0.5,0,15
72911,74521,2,0.19,0,14
74497,75480,2,0.52,0,29
75644,77299,2,0.89,0,20
77367,77593,1,0,0,0
77388,77519,1,-1,0,61
77621,78799,1,0.23,0,19
78848,79453,2,1.78,0,45
79464,80864,2,1.65,0,36
80867,81958,2,1.29,0,39
81958,83529,2,0.99,0,26
83622,83708,2,0.29,0,470
84368,85312,1,-1,0,1
85630,87354,1,0.58,0,15
87357,87848,1,-1,0,14
88028,89032,1,0,0,0
89634,90092,1,0.06,55,264
90094,91035,1,0.41,56,183
91032,91397,1,0.16,57,198
91413,93179,1,0.16,58,169
93166,94653,1,0.51,59,172
94650,96008,1,0.54,60,129
96002,97084,1,0.42,61,162
97087,98403,1,0.51,62,133
98403,99647,1,0.21,63,106
99644,100711,1,0.42,64,94
100765,102240,1,0.75,65,128
102233,103153,1,0.48,66,136
103155,103985,1,0.19,67,135
103982,105244,1,0.38,68,202
105305,106456,1,1.31,69,396
106557,107474,1,0.5,70,901
107705,108217,1,0.22,71,199
108279,110984,1,1.4,72,219
111044,111433,1,1.56,73,31
111649,111846,2,1.95,74,128
111856,112599,2,0,75,0
112599,113219,2,0.27,76,80
113444,114487,1,1.63,78,134
114522,115724,2,-1,79,3
115714,117099,2,-1,0,3
117109,117549,2,-1,81,0
117752,118645,2,2.05,82,40
118733,119284,1,1.09,83,19
119281,120135,1,0.46,84,21
120178,121551,2,0.73,85,88
122092,122856,1,0.32,86,516
123017,125680,1,1.49,87,3442
125695,127587,1,1.62,88,2857
127912,129336,1,1.65,0,2090
129407,131260,2,-1,90,0
131615,134212,1,1.59,91,377
134388,134750,1,1.41,92,89
134788,135582,2,1.67,93,292
135598,136464,2,1.24,94,305
136570,136917,2,0.92,95,35
137083,138633,1,2.27,96,21
138835,141225,2,0.92,97,49
141431,141967,1,1.84,98,329
142008,142670,2,1.69,99,370
142779,143705,1,1.33,100,42
143702,144472,1,0.96,101,51
144577,145017,1,-1,102,13
145081,146310,1,0.49,103,10
146314,146694,2,2.26,104,516
146968,147870,1,0,0,0
147944,148795,2,1.18,106,237
148807,149601,2,3.08,107,197
149715,150953,2,-1,108,2
151003,151599,2,-1,109,1
151626,152231,2,-1,110,1
152243,152812,2,-1,111,1
152829,155426,2,-1,112,1
155461,156201,2,0,113,0
156299,156883,2,-1,114,0
157253,157732,2,0.36,115,58
157729,159126,2,0.54,116,217
159186,160112,2,0,0,0
160149,160604,2,2.31,118,707
160782,161486,2,0.53,119,51
161501,162031,2,0,0,0
162105,164534,1,0.31,121,33
164730,167264,1,0.54,122,74
167484,169727,1,1.05,123,88
169778,170575,1,0.47,124,26
170575,171465,1,0.41,125,19
171462,173444,1,0.26,126,20
173602,174882,2,1.71,127,208
175107,176528,1,0.39,128,27
176610,176954,1,2.17,130,618
177001,177624,2,0.39,131,36
177662,178462,2,0.31,132,36
178455,179153,2,1.95,0,249
179237,180754,1,0.55,134,13
180884,182308,1,2.55,135,65
182463,183620,1,-1,136,6
183709,184095,2,1.79,137,47
184257,185069,2,-1,138,5
185123,185947,2,3.24,139,366
185978,188650,2,0.53,140,27
188712,189506,2,1.96,141,371
189712,189847,1,0,0,0
189874,190599,1,1.93,142,5729
190857,191708,1,2.35,143,3118
191855,192580,1,1.53,144,438
192872,193429,1,1.73,145,1039
193521,194717,1,0.71,0,84
194903,195664,1,0,0,0
195677,196534,1,0.27,148,213
196546,197898,1,0.14,149,218
197928,200360,1,0.79,150,378
200482,200967,1,1.88,151,822
200971,201996,1,0.51,152,637
202101,202556,1,1.92,153,773
202560,203348,1,0.28,154,695
203348,204496,1,0.17,155,182
204493,205089,1,0.42,156,112
205126,208608,1,0.19,157,130
208621,209580,1,1.54,158,506
209679,211820,1,0.25,159,5
211877,212266,1,-1,160,19
212331,213629,1,0.98,161,39
213678,213932,2,1.03,162,87
213925,214125,2,0.73,163,87
214291,214836,1,1.06,164,41
214833,215255,1,0,165,0
215269,215979,1,1.11,166,34
216179,217003,2,-1,167,3
217057,218775,2,1.5,168,622
218887,219594,2,0,0,0
219591,219995,2,2.54,170,94
220113,220928,2,1.93,171,313
220968,221621,2,0.41,172,203
221614,222645,2,1.03,173,173
222833,223408,1,1.66,174,63
223771,225312,1,0,0,0
225381,225457,1,0,0,0
225500,225575,1,0,0,0
225759,228662,1,0,0,0
228756,228875,1,0,0,0
228928,229004,1,0,0,0
229167,229970,1,2.03,181,23
229967,230881,2,1.73,182,14
231122,231922,1,0.62,183,27
231926,232549,1,0.02,0,17
232597,233955,2,0.32,184,183
234027,234782,2,1.57,185,19
234816,235538,1,0.34,186,17
235535,236002,2,1.43,187,43
236067,236798,1,1.18,188,64
236931,237007,1,0,0,0
237335,238120,1,-1,0,8
238257,238736,2,-1,0,0
239419,240189,2,0.54,192,16
240343,240816,1,1.96,193,52
240859,243303,2,0.33,194,6
243543,244121,1,0,0,0
244327,245094,1,0.53,196,50
245065,245805,2,0,0,0
245961,246239,2,-1,198,23
246242,246502,2,1.21,199,50
246712,247461,1,-1,200,2
247637,248134,1,0,201,0
250898,251953,1,0.3,203,12
252005,252298,1,-1,204,16
252301,252699,1,-1,205,10
252709,253161,1,-1,206,7
254259,255716,2,2.25,207,254
255977,256435,1,3.2,208,388
256527,257771,1,1.28,209,48
257829,258230,1,0,0,0
258269,259324,2,-1,211,4
259612,260715,1,0.94,212,167
260727,261980,1,1.18,213,150
262095,262170,1,0,0,0
262552,262893,2,-1,215,0
262914,263231,2,-1,216,0
263250,263471,2,-1,217,3
263480,263956,2,-1,218,0
263972,264430,2,-1,219,0
264528,264767,2,-1,220,0
264844,265311,2,-1,0,11
265334,265777,2,-1,0,4
266408,267229,2,-1,224,0
267321,268184,2,-1,225,6
268513,269406,2,-1,226,2
269827,270978,1,0,0,0
271804,271878,1,0,0,0
273325,274341,2,0,0,0
274549,275952,1,-1,229,5
275939,276871,1,0.87,230,9
276980,278026,2,-1,0,2
278402,278905,2,0,0,0
278824,279099,2,0,0,0
280053,281207,2,-1,233,0
281502,282410,1,-1,234,6
282425,284392,1,0.69,235,8
284619,286001,1,-1,236,2
286013,287623,1,-1,237,3
287628,288386,2,0,0,0
288525,289529,2,1.62,239,10
289873,290376,2,0,0,0
290295,290570,2,0,0,0
291546,292172,2,-1,240,6
292444,293142,2,-1,241,3
293169,294023,2,-1,0,0
294363,294803,2,4.39,0,35
294920,296320,2,1.74,245,29
296994,297950,2,-1,246,2
297960,300158,2,-1,247,1
300155,301111,2,-1,248,1
301108,301797,2,-1,249,1
302215,302829,1,2.34,250,55
303077,303406,2,-1,251,17
303719,304429,2,0,252,0
304398,306041,2,-1,253,0
306031,308556,2,0,254,0
308582,309250,2,0,255,0
309308,309895,2,0,256,0
309970,310560,2,0,257,0
311336,311563,1,-1,0,5
311598,311738,2,-1,259,23
311738,312001,2,-1,260,25
312365,312466,2,-1,0,2
314515,314814,1,0,0,0
314811,315677,1,0,0,0
316950,317543,2,0,0,0
317555,317791,2,0,0,0
317900,319225,2,0,0,0
319451,320305,1,0,0,0
320832,321551,1,-1,267,4
321562,322989,1,-1,268,4
322982,323677,1,-1,269,5
323920,324588,2,-1,0,1
324801,326471,2,0.69,271,15
326485,327957,2,0.95,272,27
327971,328558,2,0.1,273,44
328687,330720,1,0.33,274,19
331595,332683,1,0,0,0
332725,333657,2,-1,277,7
333749,334246,2,-1,278,1
334504,335109,1,-1,279,1
335149,336012,1,-1,280,0
336002,337549,1,-1,0,1
337549,338967,1,-1,0,1
339389,340339,1,-1,0,1
340349,341731,1,0.98,0,11
342108,343157,1,-1,0,7
343400,344215,1,-1,0,0
344628,344873,1,-1,0,18
344890,345561,2,-1,0,2
345708,345983,1,-1,0,5
346081,347667,2,-1,0,0
347906,348796,1,-1,0,0
349236,350405,1,-1,0,0
350439,351890,1,-1,0,0
351930,353816,1,-1,0,1
354146,355405,1,0.8,0,56
355395,356678,1,1.54,0,71
357015,357914,2,1.1,0,11
358023,358682,1,-1,0,2
358713,359183,1,-1,1292,5
359216,360370,1,-1,1293,4
360473,361084,2,-1,1294,1
361150,362403,2,-1,1295,1
362455,365529,2,-1,1296,2
365652,366734,2,0.82,1297,25
366811,367644,2,-1,1298,8
367835,369499,1,-1,1299,1
369501,370445,1,-1,1300,1
370463,371329,1,-1,1301,1
371339,372148,1,-1,0,1
372145,373095,1,-1,0,1
373092,374105,1,-1,0,2
374683,375894,1,-1,282,3
375996,376535,1,1.93,283,42
376759,377592,2,1.33,0,75
377686,378795,2,2.22,285,146
378830,379105,2,0.56,286,162
379293,380066,2,-1,287,2
380575,380940,1,0,0,0
380898,381803,1,0,0,0
381963,383159,2,-1,290,1
383283,383840,2,-1,0,1
384456,385418,1,-1,291,0
385431,386198,1,-1,292,1
386195,387022,1,-1,293,1
387019,387870,1,-1,294,2
387977,388951,2,1.82,295,153
390963,391829,2,0,0,0
391826,392125,2,0,0,0
393730,394353,1,0,0,0
394354,395511,2,1.23,299,29
395863,397083,1,0.46,300,13
397096,398190,1,1.05,301,22
398249,398557,2,-1,302,2
398817,399029,1,-1,303,24
399053,400147,2,1.9,304,165
400610,400870,1,-1,306,16
400971,402386,1,0.94,307,7
402505,402825,1,-1,308,2
402927,404042,1,0,0,0
404059,404868,2,3.23,310,46
404988,405446,1,1.05,311,34
405629,406153,1,0.45,312,67
406203,406394,1,-1,313,37
406652,407329,1,0.72,314,33
407401,407685,1,0,0,0
408332,409243,2,2.25,317,101
409368,410276,1,1.7,318,21
410521,411705,2,0.28,319,11
411831,414977,2,0.55,320,19
414974,416176,2,0.77,321,24
416366,417055,1,0.66,322,25
417113,418408,1,0.4,323,13
418815,420134,1,1.1,324,248
420210,421583,1,0.93,325,107
421742,423556,1,0.84,326,8
423561,424142,2,1.04,327,14
424235,425305,1,1.05,328,100
425361,426488,1,1.2,329,524
426511,426843,1,2,330,1037
426871,428718,1,0.43,331,483
428729,429700,1,0.48,332,466
429829,430176,1,1.78,333,29
430353,431237,2,2.32,334,495
431536,432075,2,-1,335,2
432226,432675,1,0.46,336,135
432679,433782,1,0.43,337,109
433871,434341,1,2.09,338,402
434361,434780,1,1.12,339,471
434858,435835,1,0.45,340,84
435813,436331,1,0.41,341,84
436385,437359,2,1.08,342,18
437539,439401,2,0.6,343,97
439426,440325,2,0.55,344,132
440325,440567,2,1.1,345,130
440773,442221,1,1.96,346,151
442275,442865,2,1.78,347,47
442828,443739,2,0.99,348,46
443907,444398,1,2.6,349,417
444526,445890,2,0.37,350,31
446039,446929,2,0.21,351,1495
446941,447270,2,0.74,352,1737
447270,447884,2,0.71,353,1616
447874,449865,2,0.66,354,1622
449887,450834,2,0.66,355,1841
451294,452769,2,0.24,356,83
452813,453391,2,2.84,357,196
453696,454013,1,1.59,358,94
454357,455655,1,2.72,359,1968
455901,456524,1,1.26,360,385
456650,457924,1,0.94,361,479
458112,460466,1,1.03,362,410
460675,460947,1,2.45,363,2321
461139,463010,1,1.18,364,243
463161,463532,1,-1,365,12
463626,464024,1,-1,366,3
464076,464771,2,2.15,367,71
464836,466536,2,-1,368,2
466636,467454,1,0.31,369,12
467607,468065,1,0,0,0
468095,469867,1,0.23,371,25
469860,471641,1,0.3,372,18
471822,472160,1,-1,373,1
472190,473476,1,-1,374,5
473525,474385,2,1.8,375,36
474603,475175,1,2.47,376,17
475206,475595,2,-1,0,11
475672,475785,1,0,378,0
475896,476249,1,-1,379,3
476291,477841,2,0,0,0
478005,478475,2,1.5,381,49
478591,479142,2,0.51,382,51
479314,479532,2,1.69,383,133
479558,479932,2,0.02,384,82
480478,483627,2,0.63,385,253
483650,484843,2,1.18,386,251
484985,485632,1,1.08,387,17
485760,489122,1,0,388,0
489334,489495,2,-1,0,31
489509,490036,2,0.47,390,27
490106,490483,1,0.54,391,28
490636,491187,1,2.46,392,483
491316,493247,1,0,393,0
493300,493629,1,3.28,394,457
493629,494234,1,0.23,395,441
494344,496218,1,2.28,396,418
496399,497043,1,3.35,397,473
497279,498241,1,1.03,398,35
498238,499197,2,-1,399,2
499349,500653,1,1.62,400,85
500786,502462,2,0.54,401,49
502700,503920,2,1.03,402,11
504138,505790,1,1.19,403,31
505827,506306,2,2.84,404,41
