506428,506511,1,0,0,0
506510,507304,2,0.32,405,15
507442,507783,1,1.28,406,57
508099,510603,2,0.52,407,17
510865,511797,1,0,408,0
511800,513092,1,-1,409,3
513217,513624,1,1.53,410,23
513625,514083,2,-1,411,14
514080,514997,2,0.85,412,16
515143,515820,1,0,0,0
515807,516586,1,0,0,0
516649,517503,2,0,0,0
517564,518373,2,0.81,416,42
518363,518989,2,1.25,417,25
518957,519643,1,-1,418,9
519640,522054,1,0.38,419,7
522485,526765,1,0.07,420,2
526805,527173,1,-1,421,5
529356,530450,2,1.19,0,17
530519,531445,2,-1,426,1
531675,532157,1,-1,427,7
532235,533050,1,1.54,428,88
533140,534921,1,-1,429,1
534934,535710,1,-1,430,1
535810,536688,1,-1,431,1
536857,538311,1,-1,432,0
538371,539732,1,-1,433,1
539789,541090,1,-1,434,1
541112,542257,1,-1,435,4
542485,543270,2,0,0,0
543281,544516,2,-1,437,4
544538,545587,2,-1,438,0
545904,547571,1,-1,281,0
548850,549665,1,-1,441,1
549662,550555,1,-1,442,2
550750,551817,2,0.88,443,57
551814,552323,2,1.28,444,64
552441,553163,2,0.12,445,141
553166,553660,2,2.73,446,730
553834,555219,1,1.98,447,193
555255,555776,2,-1,448,3
555884,556096,2,1.62,449,189
556098,556964,2,2.17,450,153
557435,557977,1,-1,0,1
558197,558889,1,-1,0,0
558920,561523,1,-1,453,1
561559,562542,1,-1,0,1
562553,563068,1,-1,455,1
563071,563703,2,-1,456,1
563946,564022,1,0,0,0
564038,565201,2,0.08,458,16
566065,566364,1,0,0,0
566361,567227,1,0,0,0
567538,567870,1,0.81,460,48
568125,569651,1,-1,462,1
570116,570667,1,-1,463,3
570677,571474,1,-1,464,3
571591,571692,1,-1,0,17
571689,572144,1,-1,466,0
572144,572314,1,-1,467,0
572307,572597,1,-1,468,0
572594,572956,1,-1,469,0
572953,573093,1,-1,470,0
573179,573562,1,-1,471,2
573960,574976,2,0,0,0
576621,576836,1,-1,474,4
576836,577333,1,0,475,0
577330,577791,1,-1,0,1
577550,577732,1,0,476,0
577823,578116,2,2.02,0,798
578407,578817,2,-1,478,2
579103,579309,1,-1,0,12
579474,579668,2,-1,480,0
580057,580602,1,-1,0,2
582904,583653,1,0.52,483,13
583903,584856,2,2.55,484,1214
585370,586131,2,-1,485,0
586314,587204,2,-1,0,7
587205,590177,2,0.43,487,9
590164,592401,2,0.1,0,5
592551,593993,2,0.48,489,10
593983,594666,2,0.57,490,24
594823,596196,1,-1,491,0
596354,596686,1,-1,492,2
596702,597925,1,-1,493,3
597937,601080,1,-1,494,2
601182,602558,1,0.66,495,84
602639,603886,2,0,496,0
603994,604647,2,3.35,497,143
604741,605109,2,-1,0,12
605174,605422,2,-1,0,32
605488,606606,2,-1,0,1
606957,607015,1,0,0,0
607059,607211,1,-1,501,1
607288,608400,1,0,0,0
608682,609302,2,-1,503,2
609477,611717,2,-1,504,3
612038,613162,1,-1,505,2
613165,613383,1,-1,506,5
613380,617261,1,0.66,507,3
617477,618610,1,-1,508,0
618607,619422,2,-1,509,5
619419,620411,2,-1,510,5
620408,621412,2,-1,511,5
621523,622773,1,0.67,512,7
622777,623733,2,1.51,513,9
624108,625283,1,-1,514,2
625293,626903,1,-1,515,3
626917,627774,1,-1,516,5
627774,628520,1,-1,517,4
628523,628936,1,-1,518,4
629117,631222,1,0.59,519,16
631405,631602,1,-1,0,10
631612,632700,2,0,0,0
632809,633969,1,1.15,522,7
633970,634599,2,-1,0,2
634572,635792,2,-1,0,2
635939,636841,2,-1,0,0
637050,637796,2,2.48,526,17
638168,638731,1,3.89,527,1828
638976,640541,1,1.97,528,223
640662,641090,2,1.48,529,51
641311,642549,1,-1,0,3
642780,643190,2,3.07,531,94
643420,644226,2,2.1,532,55
644340,645803,2,-1,533,2
645854,646732,2,-1,534,0
646707,647258,2,-1,535,0
647262,648794,2,-1,536,1
648805,649713,2,-1,537,0
649710,650006,2,-1,538,0
650021,651079,2,-1,539,0
651458,653116,1,0.05,540,6
653085,653765,1,-1,541,10
653806,655191,2,-1,542,2
655780,656340,1,-1,543,1
656515,656724,1,2.06,544,6951
656778,657161,2,1.79,545,34
658170,658373,1,1.87,546,143
658474,659439,2,2.13,547,431
659648,660601,2,-1,0,5
660860,661501,2,1.03,549,73
661602,661865,2,2.78,0,246
661975,663186,2,1.54,551,207
663325,664413,2,0.81,552,124
664424,665536,2,0.35,553,95
665539,667440,2,0.27,554,92
667471,667938,2,0.36,555,233
667942,668259,2,0,556,0
668519,669130,2,0.16,0,22
669154,669795,2,0.55,558,45
669797,670828,2,0.13,559,85
670828,671409,2,0.31,560,349
671424,674006,2,1.69,561,368
674241,674723,1,-1,0,11
674793,675770,2,-1,0,2
675934,676641,1,-1,0,0
676638,678065,1,-1,0,0
678075,678629,2,-1,669,1
678731,679438,1,-1,670,0
679435,680886,1,-1,568,3
680946,682616,2,-1,569,2
682700,683635,2,2.43,570,16
683753,684478,2,1.47,571,35
684478,685152,2,0.45,572,30
685152,685892,2,0.44,573,28
686062,686970,2,1.86,574,52
687220,688236,2,0,0,0
688566,690104,2,0.48,679,71
690129,691007,2,0.63,0,157
691097,691564,2,0.9,681,137
691561,692601,2,1.35,682,121
692754,694178,2,1.74,683,228
694324,695499,1,1.3,684,46
695653,695727,2,0,0,0
695765,695839,2,0,0,0
695887,695963,2,0,0,0
695979,696053,2,0,0,0
696088,696162,2,0,0,0
696186,696270,2,0,0,0
696280,696356,2,0,0,0
696736,698400,2,2.23,692,63
698797,699549,2,0,0,0
699597,700817,2,0.65,694,60
700826,701974,2,0.64,695,59
702034,702834,2,2.11,696,51
703167,705113,1,0.93,697,101
705316,706980,1,1.7,698,372
707557,708963,1,-1,699,3
709013,709339,1,-1,0,5
709423,709869,2,1.1,701,450
709862,709948,2,0.06,702,344
710158,710688,2,2.62,703,418
710828,711121,2,1.19,704,62
711261,712025,2,1.83,705,29
712210,712755,1,1.25,706,274
712781,714421,1,1.09,707,253
714635,715129,1,-1,0,4
716169,717488,2,-1,709,5
717485,719683,2,-1,710,1
719806,720063,1,0,0,0
720279,720956,2,0.71,712,14
720953,723637,2,0.41,713,13
723630,724202,2,-1,714,6
724211,726259,2,-1,715,1
726282,727955,2,-1,716,0
727955,728044,2,-1,717,0
728357,728563,1,2.05,718,49
728806,732999,1,-1,719,1
732999,733325,1,-1,0,1
734873,735442,1,-1,0,1
737315,738076,1,0,0,0
738224,738733,1,-1,722,2
738730,740148,1,0.26,0,6
740298,741779,2,0.67,724,6
742050,742793,1,1.9,725,67
742816,743472,1,0,0,0
743466,744398,1,0,0,0
744388,745122,1,0,0,0
745158,745949,1,0.86,729,22
745946,746992,2,-1,730,5
747144,748205,2,-1,731,1
748202,748930,2,-1,732,1
748945,751392,2,-1,733,0
751452,752018,2,-1,734,0
752408,753691,2,1.49,735,124
754400,754789,1,1.37,737,178
754783,755130,1,0.79,738,228
755130,756896,1,1.11,739,251
756912,757628,1,1.49,740,251
757929,760730,1,0.84,741,315
760745,761962,1,1.99,0,424
762237,763403,1,1.46,743,281
763403,764272,1,1.8,744,260
764376,765098,2,1.19,745,19
765207,767183,1,-1,746,0
767201,769834,1,0.44,747,3
770681,772249,1,0.85,748,179
772265,773404,1,0.74,749,181
773419,773532,1,0,0,0
773532,773825,1,0.33,751,123
773975,774379,1,0.33,752,187
774376,775068,1,0.75,753,171
775072,775500,1,0.41,754,160
775565,776830,1,0.32,755,114
776963,778255,1,0.72,756,650
778290,778811,1,2.85,757,1725
778821,779612,1,0,0,0
779777,779852,1,0,0,0
779988,780063,1,0,0,0
780066,780141,1,0,0,0
780291,780366,1,0,0,0
780370,780445,1,0,0,0
780592,780667,1,0,0,0
780800,780875,1,0,0,0
781308,782351,1,1.65,767,210
782389,783108,1,0.61,768,175
783105,784046,2,-1,769,6
784160,784540,2,-1,770,3
784856,785908,1,2.5,771,153
786066,786818,2,3.76,772,599
787020,788060,2,1.18,773,109
788054,789202,2,0.61,0,39
789206,790252,2,0.78,775,33
790262,791278,2,2.29,776,58
791539,793011,2,0.49,777,19
793079,793867,2,1.88,778,27
793996,794145,1,0,779,0
794312,795085,1,2.02,780,29
795085,795774,1,0.19,781,23
795777,796835,1,0.24,782,18
796836,797654,2,2.56,783,51
797809,798804,1,2.34,784,85
798845,799798,2,-1,785,1
799982,801034,1,-1,786,0
801110,802543,1,-1,787,1
802726,804987,1,-1,788,3
805221,806504,2,1.57,789,198
806656,807132,2,0.5,790,103
807191,808480,2,1.43,791,106
808567,809607,1,1.98,792,193
809604,810758,1,0.4,793,156
810745,811500,1,0.34,794,126
811493,812170,1,1.66,795,109
812749,814770,1,0.58,796,49
814962,815870,2,0.47,0,27
816267,817256,1,0.27,798,77
817278,817790,1,1.11,799,93
817793,818278,1,1,800,98
818271,818516,1,0.86,801,92
818518,818970,1,0.79,802,87
819107,819811,1,1.24,803,75
820016,820729,1,-1,804,3
820765,821721,2,-1,805,1
821721,822962,2,0,806,0
822959,823720,2,-1,807,1
823853,824263,1,0.64,808,31
824225,825331,2,-1,809,5
825342,826475,2,0.32,810,8
826468,828204,2,0.27,811,14
828197,829195,2,0.55,0,21
829195,829866,2,0,0,0
830095,831459,1,1.16,814,54
831691,832173,2,-1,815,4
832293,834443,1,0.32,816,15
834471,835433,1,1.87,817,34
835574,836659,1,0,0,0
836888,837148,2,-1,819,8
837413,837679,2,-1,820,1
837753,838430,2,-1,821,3
838472,840754,2,1.46,822,7
841019,841279,2,-1,823,2
841555,842481,1,1.38,824,52
842478,844703,2,-1,825,1
844964,845686,2,1.18,826,16
845683,846342,2,0.69,827,17
846481,847227,2,2.22,828,22
847631,848134,2,3.05,829,54
848433,849320,2,0.85,830,12
849673,850188,1,3.38,832,2851
850237,851820,2,0,0,0
852092,852220,2,0,834,0
852406,852873,1,0.89,835,55
852870,853988,1,0.28,836,30
854047,854967,2,0,0,0
855186,856778,1,1.78,838,140
857019,858284,2,1.72,839,8
858436,859251,2,1.54,840,24
859397,861829,2,-1,841,1
861835,862734,2,-1,842,0
862865,863527,1,-1,0,5
863603,864352,2,0.46,844,54
864352,865587,2,1.63,845,62
865791,866756,1,0.27,846,21
866743,868614,1,0.25,847,13
868634,870172,1,0.62,848,9
870190,871110,1,0.17,849,9
871113,872024,1,-1,850,7
872202,874550,1,0,0,0
874558,875886,1,0,0,0
875933,877258,2,3.07,853,108
877471,877854,1,-1,854,1
877965,879080,1,-1,855,1
879077,879703,2,0,856,0
879950,881152,1,1.79,857,32
881199,881957,2,0.66,858,40
882015,882611,2,0.77,859,62
882896,884128,1,0.6,860,38
884169,884453,2,-1,0,18
884539,885354,2,1.26,862,18
885354,886562,2,0.66,863,19
886646,887182,1,0,0,0
887199,887277,2,0,0,0
887357,889042,2,0.79,865,40
889312,889689,1,-1,866,10
889719,889976,2,1.94,867,49
890136,890423,1,0.05,868,65
890407,891129,1,2.4,869,61
891190,892092,1,0.14,870,55
892180,892656,1,0.99,871,106
893007,894119,1,1.41,872,14
894214,895347,1,0.56,873,10
895357,896310,1,-1,874,7
896307,897152,1,-1,875,9
897212,897700,1,0.17,876,36
897741,898868,1,0,877,0
899067,899798,2,2.94,878,14
900089,900757,2,0.49,879,76
900757,901473,2,0.46,880,86
901480,902211,2,2,0,128
902229,902957,2,1.07,882,100
903175,903690,2,2.73,883,25
903816,904139,1,1.77,884,37
904136,904966,1,0.41,885,26
904963,905976,2,0.78,886,40
906075,907505,2,0.23,887,20
907516,908517,2,1.45,888,36
908554,910272,2,-1,889,2
910405,911373,2,-1,890,2
911385,913037,2,-1,891,2
913181,914080,2,0,0,0
914575,915270,2,-1,893,9
915696,917354,1,0.86,894,16
917351,918343,2,2.01,895,107
918458,919573,1,1.01,896,17
919570,921516,1,0.35,897,21
921589,921813,2,0.75,898,77
922136,922456,1,0.5,899,80
922487,924763,1,0.7,900,108
925107,925194,2,0,0,0
925448,925666,2,1.83,902,1283
925951,926655,2,0.37,903,31
926697,928418,2,0.56,904,51
928419,930185,2,0.7,905,51
930308,931273,2,1.53,906,433
931818,932312,1,1.44,907,261
932447,936436,1,0.46,908,84
936595,937206,1,1.06,909,87
937217,938560,1,0.54,910,44
938651,939943,1,2.04,911,445
940182,942626,1,-1,912,3
942637,943254,1,-1,913,4
943256,944119,1,-1,914,5
944154,944780,2,-1,915,2
945094,946242,1,0.43,916,51
946452,947882,1,-1,917,3
947883,948791,2,-1,918,6
948891,949481,1,-1,919,5
949563,950303,2,2.33,920,70
950495,952777,2,1.95,921,395
952832,953689,2,0.35,922,97
954095,955855,2,2.07,923,172
955985,956677,1,-1,924,2
956876,957964,1,1.59,925,176
958035,959318,1,1.24,926,77
959487,960251,1,-1,927,7
960424,961107,1,0.37,928,420
961218,962891,1,1.56,929,6239
963051,963335,1,1.92,930,610
963543,965807,1,-1,931,3
965844,967592,1,0.54,932,148
967589,968575,1,0.24,933,86
968612,969844,1,0.04,934,7
969896,970078,1,2.67,935,198
970075,970821,1,1.31,936,198
970975,971868,1,-1,937,4
971845,972624,2,0,0,0
972760,973545,1,0,0,0
973542,974864,1,0.43,940,112
974845,975549,1,0.62,941,124
975549,980009,1,0.68,942,138
980270,982117,1,0,0,0
982298,982846,1,0,0,0
982873,983520,1,0,0,0
983742,984932,2,2.48,946,139
985117,986205,2,2.47,947,2771
986808,988208,2,1.87,948,718
988377,989579,2,0.68,949,273
989845,992457,1,2.13,950,110
992500,993267,2,-1,951,2
993264,994055,2,-1,952,1
994066,995211,2,-1,953,0
995208,996167,2,-1,954,0
996160,996735,2,-1,955,0
997091,997630,1,-1,956,3
997713,998414,1,-1,957,0
998439,1001039,1,-1,958,1
